time,t_air_c,u10_ms,v10_ms,u100_ms,v100_ms,ghi_wm2
2024-07-07 21:00:00+00:00,24.19,3.335,-1.34,4.82,-1.937,32.4
2024-07-07 22:00:00+00:00,23.34,3.472,0.593,5.018,0.857,0.0
2024-07-07 23:00:00+00:00,22.31,3.021,2.367,4.366,3.422,0.0
2024-07-08 00:00:00+00:00,24.58,1.254,3.986,1.812,5.761,0.0
2024-07-08 01:00:00+00:00,27.03,-1.336,3.78,-1.932,5.464,0.0
2024-07-08 02:00:00+00:00,27.25,-3.301,1.936,-4.771,2.798,0.0
2024-07-08 03:00:00+00:00,28.35,-4.33,-0.963,-6.259,-1.392,15.9
2024-07-08 04:00:00+00:00,29.06,-2.692,-4.681,-3.891,-6.766,31.9
2024-07-08 05:00:00+00:00,26.12,1.504,-5.103,2.173,-7.377,102.7
2024-07-08 06:00:00+00:00,25.8,3.936,-2.479,5.69,-3.583,115.4
2024-07-08 07:00:00+00:00,23.24,3.946,0.64,5.704,0.926,103.4
2024-07-08 08:00:00+00:00,20.39,2.076,2.723,3.001,3.936,126.8
2024-07-08 09:00:00+00:00,19.54,-0.279,2.328,-0.403,3.366,159.1
2024-07-08 10:00:00+00:00,16.99,-2.254,1.753,-3.258,2.533,162.3
2024-07-08 11:00:00+00:00,17.79,-2.691,-0.613,-3.89,-0.886,172.0
2024-07-08 12:00:00+00:00,17.18,-1.194,-2.784,-1.726,-4.024,175.3
2024-07-08 13:00:00+00:00,16.76,1.654,-2.502,2.39,-3.617,349.7
2024-07-08 14:00:00+00:00,15.52,2.528,-0.089,3.654,-0.129,485.5
2024-07-08 15:00:00+00:00,13.76,1.643,2.346,2.375,3.391,146.9
2024-07-08 16:00:00+00:00,10.22,-0.944,2.382,-1.365,3.443,126.8
2024-07-08 17:00:00+00:00,14.08,-3.056,0.487,-4.417,0.704,356.5
2024-07-08 18:00:00+00:00,15.28,-2.416,-2.527,-3.493,-3.653,280.5
2024-07-08 19:00:00+00:00,18.6,0.781,-3.335,1.13,-4.821,133.0
2024-07-08 20:00:00+00:00,20.61,4.656,-1.509,6.73,-2.181,29.8
2024-07-08 21:00:00+00:00,21.47,3.733,3.095,5.396,4.473,9.7
2024-07-08 22:00:00+00:00,21.69,-0.909,5.931,-1.314,8.572,0.0
2024-07-08 23:00:00+00:00,25.89,-4.905,2.09,-7.089,3.021,0.0
2024-07-09 00:00:00+00:00,25.52,-4.207,-2.792,-6.081,-4.036,0.0
2024-07-09 01:00:00+00:00,26.13,-0.106,-4.453,-0.153,-6.436,0.0
2024-07-09 02:00:00+00:00,24.2,4.052,-3.238,5.857,-4.68,0.0
2024-07-09 03:00:00+00:00,24.99,4.361,1.253,6.303,1.811,25.3
2024-07-09 04:00:00+00:00,22.33,1.671,4.261,2.416,6.158,101.9
2024-07-09 05:00:00+00:00,21.68,-2.269,4.058,-3.279,5.866,239.9
2024-07-09 06:00:00+00:00,20.8,-4.321,1.074,-6.245,1.552,317.4
2024-07-09 07:00:00+00:00,18.48,-3.94,-2.563,-5.695,-3.705,377.8
2024-07-09 08:00:00+00:00,12.17,-0.274,-4.348,-0.396,-6.285,389.7
2024-07-09 09:00:00+00:00,12.66,3.294,-2.699,4.762,-3.901,504.2
2024-07-09 10:00:00+00:00,12.33,3.386,0.836,4.894,1.209,642.4
2024-07-09 11:00:00+00:00,10.99,1.988,3.435,2.873,4.966,694.2
2024-07-09 12:00:00+00:00,10.0,-1.59,5.429,-2.299,7.848,795.3
2024-07-09 13:00:00+00:00,9.55,-4.453,3.017,-6.437,4.361,780.3
2024-07-09 14:00:00+00:00,8.75,-4.987,-0.19,-7.208,-0.275,736.2
2024-07-09 15:00:00+00:00,10.84,-4.939,-3.502,-7.139,-5.062,666.1
2024-07-09 16:00:00+00:00,9.85,-1.427,-4.414,-2.063,-6.38,524.8
2024-07-09 17:00:00+00:00,11.19,0.997,-4.282,1.442,-6.189,468.3
2024-07-09 18:00:00+00:00,14.09,3.38,-3.156,4.886,-4.562,354.1
2024-07-09 19:00:00+00:00,13.49,5.817,-1.193,8.407,-1.724,239.9
2024-07-09 20:00:00+00:00,14.77,5.851,2.558,8.458,3.697,133.5
2024-07-09 21:00:00+00:00,16.75,2.173,3.809,3.141,5.505,42.1
2024-07-09 22:00:00+00:00,17.99,-0.745,6.137,-1.076,8.871,0.0
2024-07-09 23:00:00+00:00,19.85,-4.636,5.355,-6.701,7.741,0.0
2024-07-10 00:00:00+00:00,24.24,-5.25,1.402,-7.589,2.026,0.0
2024-07-10 01:00:00+00:00,23.14,-4.911,-1.194,-7.098,-1.726,0.0
2024-07-10 02:00:00+00:00,23.56,-2.796,-2.496,-4.042,-3.607,0.0
2024-07-10 03:00:00+00:00,25.15,-0.974,-2.766,-1.408,-3.998,8.8
2024-07-10 04:00:00+00:00,24.19,0.584,-2.899,0.843,-4.19,33.7
2024-07-10 05:00:00+00:00,23.58,1.927,-2.036,2.785,-2.943,80.0
2024-07-10 06:00:00+00:00,23.69,3.307,-1.244,4.781,-1.797,314.4
2024-07-10 07:00:00+00:00,21.46,3.548,0.148,5.128,0.213,466.4
2024-07-10 08:00:00+00:00,20.34,3.559,2.049,5.145,2.962,560.4
2024-07-10 09:00:00+00:00,20.6,2.416,3.369,3.492,4.87,490.2
2024-07-10 10:00:00+00:00,18.51,0.417,4.022,0.602,5.814,514.8
2024-07-10 11:00:00+00:00,18.11,-2.127,4.077,-3.075,5.893,603.3
2024-07-10 12:00:00+00:00,17.34,-4.99,2.7,-7.213,3.903,793.7
2024-07-10 13:00:00+00:00,15.14,-6.066,-0.703,-8.769,-1.016,625.1
2024-07-10 14:00:00+00:00,16.11,-4.523,-3.644,-6.538,-5.267,614.7
2024-07-10 15:00:00+00:00,17.92,-1.813,-5.434,-2.621,-7.855,568.1
2024-07-10 16:00:00+00:00,17.11,0.926,-4.518,1.338,-6.531,532.2
2024-07-10 17:00:00+00:00,17.11,3.345,-3.934,4.834,-5.687,217.0
2024-07-10 18:00:00+00:00,18.91,4.015,-1.393,5.803,-2.013,87.5
2024-07-10 19:00:00+00:00,20.14,3.844,0.782,5.556,1.13,52.3
2024-07-10 20:00:00+00:00,21.51,2.687,2.531,3.884,3.659,35.7
2024-07-10 21:00:00+00:00,21.29,0.872,4.268,1.26,6.169,12.4
2024-07-10 22:00:00+00:00,20.04,-2.04,5.292,-2.948,7.65,0.0
2024-07-10 23:00:00+00:00,22.11,-5.232,3.788,-7.562,5.476,0.0
2024-07-11 00:00:00+00:00,22.33,-5.5,0.14,-7.949,0.203,0.0
2024-07-11 01:00:00+00:00,20.85,-5.394,-3.258,-7.796,-4.71,0.0
2024-07-11 02:00:00+00:00,25.49,-3.247,-6.638,-4.693,-9.595,0.0
2024-07-11 03:00:00+00:00,26.31,0.708,-7.443,1.023,-10.758,12.6
2024-07-11 04:00:00+00:00,26.68,5.384,-6.21,7.782,-8.977,52.5
2024-07-11 05:00:00+00:00,24.11,7.316,-2.073,10.574,-2.997,164.0
2024-07-11 06:00:00+00:00,23.39,7.971,3.339,11.521,4.826,123.9
2024-07-11 07:00:00+00:00,18.58,3.319,6.105,4.798,8.825,132.6
2024-07-11 08:00:00+00:00,18.11,-0.841,6.098,-1.215,8.814,189.2
2024-07-11 09:00:00+00:00,19.74,-4.147,4.218,-5.994,6.097,539.6
2024-07-11 10:00:00+00:00,16.75,-6.139,0.767,-8.873,1.109,555.5
2024-07-11 11:00:00+00:00,16.53,-5.409,-3.71,-7.819,-5.363,777.0
2024-07-11 12:00:00+00:00,16.97,-1.313,-7.21,-1.898,-10.422,792.1
2024-07-11 13:00:00+00:00,14.68,3.666,-5.374,5.299,-7.768,777.0
2024-07-11 14:00:00+00:00,16.28,8.856,-1.476,12.801,-2.134,732.9
2024-07-11 15:00:00+00:00,18.87,7.672,6.1,11.09,8.818,662.6
2024-07-11 16:00:00+00:00,18.82,0.652,9.263,0.943,13.39,411.3
2024-07-11 17:00:00+00:00,17.44,-7.32,7.043,-10.58,10.181,304.2
2024-07-11 18:00:00+00:00,17.41,-9.741,-1.04,-14.08,-1.503,350.0
2024-07-11 19:00:00+00:00,17.91,-6.245,-9.083,-9.027,-13.13,232.0
2024-07-11 20:00:00+00:00,17.35,2.502,-8.754,3.616,-12.654,124.9
2024-07-11 21:00:00+00:00,18.8,7.241,-3.306,10.466,-4.779,33.2
2024-07-11 22:00:00+00:00,19.74,7.82,4.354,11.303,6.294,0.0
2024-07-11 23:00:00+00:00,18.94,1.263,7.566,1.826,10.936,0.0
2024-07-12 00:00:00+00:00,19.5,-5.256,5.61,-7.597,8.11,0.0
2024-07-12 01:00:00+00:00,17.5,-6.41,-0.343,-9.265,-0.495,0.0
2024-07-12 02:00:00+00:00,17.39,-3.336,-4.92,-4.822,-7.112,0.0
2024-07-12 03:00:00+00:00,17.27,1.979,-6.137,2.86,-8.871,22.6
2024-07-12 04:00:00+00:00,18.47,5.856,-2.257,8.465,-3.262,57.3
2024-07-12 05:00:00+00:00,16.91,6.199,3.831,8.96,5.538,134.1
2024-07-12 06:00:00+00:00,17.73,0.923,6.735,1.334,9.735,211.2
2024-07-12 07:00:00+00:00,18.8,-4.615,5.125,-6.67,7.408,321.7
2024-07-12 08:00:00+00:00,17.44,-7.476,-0.172,-10.806,-0.248,348.2
2024-07-12 09:00:00+00:00,16.36,-5.285,-6.887,-7.64,-9.955,252.2
2024-07-12 10:00:00+00:00,19.29,1.145,-7.599,1.655,-10.984,464.6
2024-07-12 11:00:00+00:00,17.56,5.613,-4.421,8.113,-6.39,370.4
2024-07-12 12:00:00+00:00,18.67,6.867,0.816,9.926,1.179,421.8
2024-07-12 13:00:00+00:00,17.39,3.776,5.096,5.457,7.366,527.1
2024-07-12 14:00:00+00:00,17.76,-1.405,6.306,-2.031,9.115,462.0
2024-07-12 15:00:00+00:00,17.0,-5.751,2.793,-8.313,4.037,575.4
2024-07-12 16:00:00+00:00,16.3,-5.604,-3.279,-8.1,-4.739,300.3
2024-07-12 17:00:00+00:00,17.01,-0.035,-5.34,-0.051,-7.719,198.2
2024-07-12 18:00:00+00:00,17.4,4.251,-2.365,6.145,-3.419,155.4
2024-07-12 19:00:00+00:00,21.16,4.394,2.753,6.351,3.979,120.5
2024-07-12 20:00:00+00:00,21.59,-0.382,5.386,-0.553,7.785,27.8
2024-07-12 21:00:00+00:00,22.44,-4.849,2.202,-7.009,3.182,7.7
2024-07-12 22:00:00+00:00,24.25,-4.229,-3.399,-6.112,-4.913,0.0
2024-07-12 23:00:00+00:00,25.2,0.947,-5.442,1.368,-7.866,0.0
2024-07-13 00:00:00+00:00,26.3,4.162,-1.802,6.015,-2.604,0.0
2024-07-13 01:00:00+00:00,27.27,3.054,2.331,4.414,3.369,0.0
2024-07-13 02:00:00+00:00,27.78,-0.536,3.739,-0.775,5.405,0.0
2024-07-13 03:00:00+00:00,27.6,-2.99,1.174,-4.323,1.698,9.6
2024-07-13 04:00:00+00:00,30.41,-2.603,-2.104,-3.763,-3.041,49.1
2024-07-13 05:00:00+00:00,29.53,0.617,-3.755,0.891,-5.427,50.8
2024-07-13 06:00:00+00:00,29.83,4.109,-1.472,5.939,-2.127,76.0
2024-07-13 07:00:00+00:00,30.25,2.949,2.319,4.263,3.351,101.2
2024-07-13 08:00:00+00:00,29.51,-0.572,4.661,-0.827,6.737,143.6
2024-07-13 09:00:00+00:00,29.64,-4.477,2.117,-6.471,3.061,274.0
2024-07-13 10:00:00+00:00,25.34,-4.469,-2.812,-6.46,-4.065,410.8
2024-07-13 11:00:00+00:00,22.94,0.124,-4.003,0.179,-5.785,437.2
2024-07-13 12:00:00+00:00,22.35,3.42,-1.83,4.944,-2.646,478.2
2024-07-13 13:00:00+00:00,19.58,4.256,2.758,6.152,3.986,217.5
2024-07-13 14:00:00+00:00,17.21,0.048,4.789,0.069,6.922,160.4
2024-07-13 15:00:00+00:00,16.19,-3.236,2.322,-4.677,3.356,144.9
2024-07-13 16:00:00+00:00,15.08,-2.917,-1.107,-4.216,-1.599,124.7
2024-07-13 17:00:00+00:00,15.04,-0.833,-3.477,-1.204,-5.025,101.2
2024-07-13 18:00:00+00:00,18.15,2.117,-2.601,3.06,-3.76,113.1
2024-07-13 19:00:00+00:00,18.76,2.649,-0.124,3.829,-0.18,110.6
2024-07-13 20:00:00+00:00,19.61,2.09,2.167,3.021,3.133,71.6
2024-07-13 21:00:00+00:00,20.34,-0.268,3.58,-0.387,5.174,28.8
2024-07-13 22:00:00+00:00,22.88,-3.134,2.133,-4.53,3.084,0.0
2024-07-13 23:00:00+00:00,21.09,-3.826,-1.267,-5.531,-1.832,0.0
2024-07-14 00:00:00+00:00,23.81,-1.047,-3.33,-1.513,-4.814,0.0
2024-07-14 01:00:00+00:00,25.31,2.103,-2.418,3.04,-3.495,0.0
2024-07-14 02:00:00+00:00,25.52,2.915,0.878,4.213,1.268,0.0
2024-07-14 03:00:00+00:00,26.78,0.6,2.943,0.867,4.254,29.6
2024-07-14 04:00:00+00:00,27.33,-2.518,2.342,-3.64,3.385,121.4
2024-07-14 05:00:00+00:00,23.74,-3.757,-0.79,-5.43,-1.142,228.4
2024-07-14 06:00:00+00:00,19.27,-2.028,-4.041,-2.931,-5.842,260.3
2024-07-14 07:00:00+00:00,15.82,2.375,-4.271,3.433,-6.174,307.1
2024-07-14 08:00:00+00:00,16.14,4.414,-0.245,6.381,-0.355,365.1
2024-07-14 09:00:00+00:00,14.09,2.329,3.232,3.367,4.671,361.1
2024-07-14 10:00:00+00:00,11.08,-1.884,4.165,-2.723,6.02,264.6
2024-07-14 11:00:00+00:00,11.53,-5.719,0.937,-8.267,1.354,327.4
2024-07-14 12:00:00+00:00,11.94,-4.823,-4.489,-6.971,-6.488,426.3
2024-07-14 13:00:00+00:00,12.23,0.195,-5.801,0.282,-8.385,297.5
2024-07-14 14:00:00+00:00,14.03,3.973,-2.689,5.743,-3.887,160.0
2024-07-14 15:00:00+00:00,15.9,3.607,1.165,5.213,1.684,144.5
2024-07-14 16:00:00+00:00,14.26,1.185,2.764,1.713,3.995,124.3
2024-07-14 17:00:00+00:00,15.05,-1.275,2.896,-1.843,4.186,100.7
2024-07-14 18:00:00+00:00,16.52,-2.758,0.908,-3.987,1.313,75.5
2024-07-14 19:00:00+00:00,13.42,-2.516,-1.256,-3.636,-1.815,54.8
2024-07-14 20:00:00+00:00,13.07,-0.944,-2.581,-1.365,-3.73,26.7
2024-07-14 21:00:00+00:00,12.21,0.809,-2.221,1.17,-3.211,6.5
2024-07-14 22:00:00+00:00,12.77,1.804,-1.151,2.608,-1.664,0.0
2024-07-14 23:00:00+00:00,16.8,2.067,0.134,2.988,0.193,0.0
2024-07-15 00:00:00+00:00,17.93,1.725,1.496,2.493,2.162,0.0
2024-07-15 01:00:00+00:00,17.53,0.339,2.434,0.491,3.518,0.0
2024-07-15 02:00:00+00:00,16.31,-1.321,2.116,-1.909,3.058,0.0
2024-07-15 03:00:00+00:00,16.49,-2.406,1.001,-3.478,1.447,5.9
2024-07-15 04:00:00+00:00,15.98,-3.072,-0.633,-4.44,-0.915,26.1
2024-07-15 05:00:00+00:00,15.7,-2.24,-2.062,-3.238,-2.981,49.7
2024-07-15 06:00:00+00:00,15.59,-0.597,-2.471,-0.862,-3.571,92.2
2024-07-15 07:00:00+00:00,15.77,0.664,-2.413,0.959,-3.488,130.8
2024-07-15 08:00:00+00:00,15.82,2.366,-2.202,3.42,-3.183,129.7
2024-07-15 09:00:00+00:00,17.42,2.938,-0.562,4.246,-0.813,212.5
2024-07-15 10:00:00+00:00,14.04,3.104,0.985,4.486,1.424,304.3
2024-07-15 11:00:00+00:00,17.43,2.272,2.212,3.284,3.197,209.8
2024-07-15 12:00:00+00:00,18.57,0.858,2.61,1.24,3.773,172.6
2024-07-15 13:00:00+00:00,19.83,-0.534,2.473,-0.772,3.575,169.3
2024-07-15 14:00:00+00:00,21.89,-1.171,1.326,-1.692,1.917,159.5
2024-07-15 15:00:00+00:00,22.3,-1.377,0.475,-1.991,0.687,144.0
2024-07-15 16:00:00+00:00,20.5,-1.701,-0.299,-2.459,-0.432,206.9
2024-07-15 17:00:00+00:00,21.22,-1.559,-1.174,-2.253,-1.697,163.5
2024-07-15 18:00:00+00:00,24.95,-0.556,-1.692,-0.804,-2.446,198.9
2024-07-15 19:00:00+00:00,26.07,0.553,-1.829,0.799,-2.644,130.9
2024-07-15 20:00:00+00:00,25.84,1.599,-1.235,2.311,-1.785,69.0
2024-07-15 21:00:00+00:00,28.64,1.736,0.035,2.51,0.05,10.5
2024-07-15 22:00:00+00:00,29.6,1.307,1.227,1.89,1.774,0.0
2024-07-15 23:00:00+00:00,27.35,0.113,1.571,0.163,2.27,0.0
2024-07-16 00:00:00+00:00,25.01,-0.996,1.244,-1.44,1.797,0.0
2024-07-16 01:00:00+00:00,25.44,-1.679,0.29,-2.426,0.419,0.0
2024-07-16 02:00:00+00:00,24.32,-1.604,-0.814,-2.319,-1.176,0.0
2024-07-16 03:00:00+00:00,24.72,-0.977,-1.907,-1.412,-2.757,5.7
2024-07-16 04:00:00+00:00,24.29,0.512,-2.66,0.74,-3.845,25.5
2024-07-16 05:00:00+00:00,23.44,2.482,-1.961,3.588,-2.834,49.1
2024-07-16 06:00:00+00:00,21.1,4.438,0.326,6.415,0.471,74.4
2024-07-16 07:00:00+00:00,18.47,3.176,3.196,4.591,4.619,99.7
2024-07-16 08:00:00+00:00,16.35,0.657,5.598,0.95,8.091,250.3
2024-07-16 09:00:00+00:00,17.66,-3.156,5.293,-4.561,7.651,305.0
2024-07-16 10:00:00+00:00,18.02,-5.107,1.655,-7.382,2.392,625.1
2024-07-16 11:00:00+00:00,18.18,-6.049,-2.533,-8.743,-3.661,634.1
2024-07-16 12:00:00+00:00,18.36,-3.648,-5.848,-5.273,-8.454,755.6
2024-07-16 13:00:00+00:00,16.47,0.964,-7.523,1.393,-10.874,678.6
2024-07-16 14:00:00+00:00,16.65,5.363,-4.883,7.752,-7.058,432.7
2024-07-16 15:00:00+00:00,16.59,7.48,0.281,10.812,0.407,452.6
2024-07-16 16:00:00+00:00,17.82,5.917,5.453,8.553,7.882,380.2
2024-07-16 17:00:00+00:00,15.08,0.659,7.438,0.953,10.752,269.6
2024-07-16 18:00:00+00:00,17.91,-4.148,5.173,-5.995,7.477,107.6
2024-07-16 19:00:00+00:00,15.23,-7.251,1.324,-10.481,1.913,49.1
2024-07-16 20:00:00+00:00,16.65,-5.617,-3.588,-8.119,-5.186,25.5
2024-07-16 21:00:00+00:00,17.96,-2.131,-6.891,-3.08,-9.96,5.2
2024-07-16 22:00:00+00:00,21.72,2.8,-7.607,4.048,-10.996,0.0
2024-07-16 23:00:00+00:00,22.35,7.602,-4.184,10.989,-6.047,0.0
2024-07-17 00:00:00+00:00,21.03,8.34,1.522,12.056,2.2,0.0
2024-07-17 01:00:00+00:00,19.63,4.452,5.011,6.435,7.243,0.0
2024-07-17 02:00:00+00:00,19.66,0.87,6.508,1.258,9.407,0.0
2024-07-17 03:00:00+00:00,20.31,-4.786,7.639,-6.918,11.041,4.6
2024-07-17 04:00:00+00:00,21.07,-10.307,3.7,-14.898,5.348,48.7
2024-07-17 05:00:00+00:00,17.62,-10.864,-3.644,-15.703,-5.267,94.1
2024-07-17 06:00:00+00:00,17.98,-5.417,-9.233,-7.829,-13.346,168.2
2024-07-17 07:00:00+00:00,16.46,1.11,-11.063,1.605,-15.991,99.1
2024-07-17 08:00:00+00:00,14.88,6.396,-7.657,9.246,-11.068,122.7
2024-07-17 09:00:00+00:00,15.97,7.291,-2.073,10.539,-2.996,143.0
2024-07-17 10:00:00+00:00,15.91,6.893,1.865,9.963,2.696,167.3
2024-07-17 11:00:00+00:00,13.93,5.67,6.066,8.195,8.769,168.4
2024-07-17 12:00:00+00:00,16.44,1.193,8.398,1.725,12.139,171.7
2024-07-17 13:00:00+00:00,16.19,-4.355,8.099,-6.296,11.706,168.4
2024-07-17 14:00:00+00:00,16.91,-8.136,3.835,-11.76,5.543,158.6
2024-07-17 15:00:00+00:00,16.22,-11.206,-2.938,-16.197,-4.246,241.9
2024-07-17 16:00:00+00:00,14.87,-6.988,-8.696,-10.101,-12.57,460.9
2024-07-17 17:00:00+00:00,14.38,0.146,-12.645,0.21,-18.277,310.1
2024-07-17 18:00:00+00:00,14.71,7.064,-7.801,10.211,-11.276,287.4
2024-07-17 19:00:00+00:00,16.73,8.808,-1.42,12.732,-2.053,220.2
2024-07-17 20:00:00+00:00,17.75,7.611,3.629,11.002,5.245,112.9
2024-07-17 21:00:00+00:00,18.71,4.452,7.016,6.436,10.141,20.7
2024-07-17 22:00:00+00:00,19.57,-0.201,8.093,-0.291,11.697,0.0
2024-07-17 23:00:00+00:00,21.83,-4.054,5.425,-5.859,7.841,0.0
2024-07-18 00:00:00+00:00,25.34,-7.219,2.427,-10.434,3.508,0.0
2024-07-18 01:00:00+00:00,28.52,-5.295,-1.502,-7.654,-2.171,0.0
2024-07-18 02:00:00+00:00,29.6,-4.243,-4.795,-6.133,-6.931,0.0
2024-07-18 03:00:00+00:00,29.11,-1.618,-7.527,-2.339,-10.88,17.6
2024-07-18 04:00:00+00:00,30.63,1.629,-6.504,2.355,-9.402,109.8
2024-07-18 05:00:00+00:00,29.38,3.963,-4.767,5.729,-6.891,217.3
2024-07-18 06:00:00+00:00,27.73,4.806,-2.159,6.946,-3.121,332.6
2024-07-18 07:00:00+00:00,27.38,5.314,-0.152,7.681,-0.219,447.9
2024-07-18 08:00:00+00:00,27.1,5.225,1.676,7.553,2.422,555.4
2024-07-18 09:00:00+00:00,25.49,3.642,2.964,5.264,4.284,647.7
2024-07-18 10:00:00+00:00,22.49,1.966,3.042,2.841,4.397,718.5
2024-07-18 11:00:00+00:00,23.76,1.139,3.211,1.647,4.641,523.0
2024-07-18 12:00:00+00:00,22.21,0.685,4.948,0.99,7.153,365.1
2024-07-18 13:00:00+00:00,21.58,-0.094,5.195,-0.136,7.51,351.1
2024-07-18 14:00:00+00:00,20.79,-0.799,5.722,-1.154,8.271,718.5
2024-07-18 15:00:00+00:00,23.75,-1.087,5.905,-1.572,8.535,623.2
2024-07-18 16:00:00+00:00,23.65,-1.513,5.981,-2.187,8.645,308.5
2024-07-18 17:00:00+00:00,24.56,-2.036,6.807,-2.943,9.84,311.9
2024-07-18 18:00:00+00:00,18.8,-3.082,7.847,-4.455,11.343,224.4
2024-07-18 19:00:00+00:00,16.72,-2.991,6.859,-4.323,9.914,55.9
2024-07-18 20:00:00+00:00,16.36,-3.022,6.08,-4.368,8.788,44.0
2024-07-18 21:00:00+00:00,16.38,-3.226,5.525,-4.663,7.986,9.3
2024-07-18 22:00:00+00:00,15.49,-3.576,5.094,-5.169,7.363,0.0
2024-07-18 23:00:00+00:00,17.6,-4.059,4.937,-5.866,7.136,0.0
2024-07-19 00:00:00+00:00,18.47,-4.238,4.546,-6.125,6.571,0.0
2024-07-19 01:00:00+00:00,17.73,-5.189,4.53,-7.5,6.548,0.0
2024-07-19 02:00:00+00:00,17.6,-6.179,3.662,-8.932,5.294,0.0
2024-07-19 03:00:00+00:00,18.11,-7.337,3.609,-10.605,5.217,11.5
2024-07-19 04:00:00+00:00,20.04,-8.174,3.371,-11.815,4.873,50.9
2024-07-19 05:00:00+00:00,18.7,-7.366,2.649,-10.646,3.829,136.1
2024-07-19 06:00:00+00:00,19.54,-6.546,2.172,-9.462,3.139,159.1
2024-07-19 07:00:00+00:00,20.99,-6.274,2.161,-9.068,3.123,97.9
2024-07-19 08:00:00+00:00,19.45,-5.295,2.166,-7.653,3.131,270.7
2024-07-19 09:00:00+00:00,18.57,-4.403,2.175,-6.364,3.144,345.8
2024-07-19 10:00:00+00:00,18.98,-4.085,2.469,-5.905,3.568,511.3
2024-07-19 11:00:00+00:00,16.67,-4.089,2.976,-5.911,4.302,593.8
2024-07-19 12:00:00+00:00,14.36,-3.521,2.784,-5.09,4.024,643.5
2024-07-19 13:00:00+00:00,11.65,-3.931,3.485,-5.682,5.037,760.6
2024-07-19 14:00:00+00:00,13.86,-3.719,3.943,-5.376,5.699,599.5
2024-07-19 15:00:00+00:00,14.95,-3.519,4.281,-5.087,6.188,253.3
2024-07-19 16:00:00+00:00,15.43,-2.572,4.606,-3.718,6.658,178.6
2024-07-19 17:00:00+00:00,15.73,-2.086,4.962,-3.016,7.172,116.3
2024-07-19 18:00:00+00:00,18.26,-1.457,5.209,-2.106,7.529,127.4
2024-07-19 19:00:00+00:00,17.0,-0.823,5.806,-1.189,8.392,101.8
2024-07-19 20:00:00+00:00,16.8,0.13,7.048,0.188,10.187,48.8
2024-07-19 21:00:00+00:00,16.31,1.311,6.177,1.895,8.928,3.9
2024-07-19 22:00:00+00:00,18.45,2.644,5.953,3.821,8.605,0.0
2024-07-19 23:00:00+00:00,20.09,4.151,4.813,6.001,6.956,0.0
2024-07-20 00:00:00+00:00,21.37,6.832,4.662,9.876,6.739,0.0
2024-07-20 01:00:00+00:00,21.95,6.433,2.209,9.299,3.192,0.0
2024-07-20 02:00:00+00:00,22.66,7.08,0.469,10.233,0.678,0.0
2024-07-20 03:00:00+00:00,22.43,5.83,-1.953,8.426,-2.823,2.4
2024-07-20 04:00:00+00:00,20.3,4.321,-3.866,6.246,-5.588,22.7
2024-07-20 05:00:00+00:00,18.51,2.415,-4.729,3.491,-6.836,46.5
2024-07-20 06:00:00+00:00,16.24,0.404,-5.088,0.584,-7.355,71.9
2024-07-20 07:00:00+00:00,18.21,-1.131,-5.443,-1.635,-7.868,97.3
2024-07-20 08:00:00+00:00,19.57,-2.432,-5.375,-3.515,-7.769,121.0
2024-07-20 09:00:00+00:00,17.76,-3.108,-4.215,-4.493,-6.092,141.4
2024-07-20 10:00:00+00:00,17.17,-2.77,-3.098,-4.004,-4.478,157.0
2024-07-20 11:00:00+00:00,15.16,-2.628,-2.76,-3.799,-3.99,166.8
2024-07-20 12:00:00+00:00,15.51,-2.89,-2.575,-4.177,-3.722,170.2
2024-07-20 13:00:00+00:00,13.29,-3.195,-2.856,-4.618,-4.128,166.8
2024-07-20 14:00:00+00:00,15.49,-2.996,-3.365,-4.331,-4.864,157.0
2024-07-20 15:00:00+00:00,15.74,-2.149,-3.191,-3.106,-4.612,141.4
2024-07-20 16:00:00+00:00,16.07,-2.116,-4.131,-3.059,-5.972,121.0
2024-07-20 17:00:00+00:00,16.08,-1.821,-5.225,-2.633,-7.552,97.3
2024-07-20 18:00:00+00:00,15.94,-0.792,-5.309,-1.145,-7.673,71.9
2024-07-20 19:00:00+00:00,15.56,0.281,-5.059,0.406,-7.312,46.5
2024-07-20 20:00:00+00:00,14.46,1.047,-5.241,1.513,-7.575,22.7
2024-07-20 21:00:00+00:00,16.16,1.979,-5.862,2.86,-8.473,2.4
2024-07-20 22:00:00+00:00,16.38,1.827,-4.146,2.641,-5.992,0.0
2024-07-20 23:00:00+00:00,20.39,2.194,-3.72,3.172,-5.377,0.0
2024-07-21 00:00:00+00:00,23.72,1.849,-2.607,2.673,-3.768,0.0
2024-07-21 01:00:00+00:00,22.61,2.214,-2.375,3.2,-3.432,0.0
2024-07-21 02:00:00+00:00,22.3,3.018,-2.335,4.363,-3.375,0.0
2024-07-21 03:00:00+00:00,20.74,3.228,-1.714,4.666,-2.478,1.6
2024-07-21 04:00:00+00:00,22.04,3.676,-1.137,5.314,-1.644,22.0
2024-07-21 05:00:00+00:00,21.95,3.289,-0.576,4.754,-0.833,57.2
2024-07-21 06:00:00+00:00,20.93,3.414,-0.371,4.935,-0.536,71.2
2024-07-21 07:00:00+00:00,20.34,3.147,-0.165,4.548,-0.239,232.6
2024-07-21 08:00:00+00:00,17.7,3.076,-0.046,4.446,-0.066,120.4
