time,p_sub_a_mw,q_sub_a_mvar,p_sub_b_mw,q_sub_b_mvar,p_agg_mw,q_agg_mvar,q_shunt_a_mvar
2024-06-12 22:45:00+00:00,14.3879,4.0286,6.2298,1.8066,23.2198,5.1084,0.0
2024-06-12 23:00:00+00:00,13.4486,3.7656,6.4688,1.876,22.6762,4.9888,0.0
2024-06-12 23:15:00+00:00,13.9573,3.908,6.0307,1.7489,21.7547,4.786,0.0
2024-06-12 23:30:00+00:00,12.6352,3.5379,5.7183,1.6583,20.9063,4.5994,0.0
2024-06-12 23:45:00+00:00,12.8381,3.5947,5.7573,1.6696,20.3414,4.4751,0.0
2024-06-13 00:00:00+00:00,12.225,3.423,5.497,1.5941,19.6646,4.3262,0.0
2024-06-13 00:15:00+00:00,11.0282,3.0879,4.7442,1.3758,17.1346,3.7696,0.0
2024-06-13 00:30:00+00:00,10.8457,3.0368,5.0601,1.4674,17.3548,3.818,0.0
2024-06-13 00:45:00+00:00,10.1999,2.856,5.0766,1.4722,17.939,3.9466,0.0
2024-06-13 01:00:00+00:00,10.2072,2.858,4.66,1.3514,16.9228,3.723,0.0
2024-06-13 01:15:00+00:00,10.1861,2.8521,4.2627,1.2362,16.4462,3.6182,0.0
2024-06-13 01:30:00+00:00,9.5887,2.6848,4.3832,1.2711,16.2186,3.5681,0.0
2024-06-13 01:45:00+00:00,9.4454,2.6447,4.0531,1.1754,15.6836,3.4504,0.0
2024-06-13 02:00:00+00:00,8.8172,2.4688,4.1962,1.2169,15.5356,3.4178,0.0
2024-06-13 02:15:00+00:00,9.2041,2.5772,3.998,1.1594,15.0319,3.307,0.0
2024-06-13 02:30:00+00:00,8.9523,2.5067,3.8527,1.1173,14.2159,3.1275,0.0
2024-06-13 02:45:00+00:00,8.7785,2.458,4.0262,1.1676,13.7202,3.0184,0.0
2024-06-13 03:00:00+00:00,8.0073,2.242,3.7068,1.075,14.1079,3.1037,0.0
2024-06-13 03:15:00+00:00,8.9697,2.5115,4.2067,1.2199,14.0668,3.0947,0.0
2024-06-13 03:30:00+00:00,9.0204,2.5257,4.1546,1.2048,14.7559,3.2463,0.0
2024-06-13 03:45:00+00:00,9.1211,2.5539,4.3379,1.258,14.9554,3.2902,0.0
2024-06-13 04:00:00+00:00,9.6021,2.6886,4.4602,1.2935,15.579,3.4274,0.0
2024-06-13 04:15:00+00:00,9.5998,2.6879,4.5738,1.3264,15.1962,3.3432,0.0
2024-06-13 04:30:00+00:00,10.1776,2.8497,4.73,1.3717,15.275,3.3605,0.0
2024-06-13 04:45:00+00:00,9.9311,2.7807,4.5202,1.3108,17.3384,3.8144,0.0
2024-06-13 05:00:00+00:00,10.7339,3.0055,4.8543,1.4077,16.7953,3.695,0.0
2024-06-13 05:15:00+00:00,11.6979,3.2754,5.0355,1.4603,17.7686,3.9091,0.0
2024-06-13 05:30:00+00:00,11.6732,3.2685,5.3624,1.5551,19.7562,4.3464,0.0
2024-06-13 05:45:00+00:00,12.0953,3.3867,5.3549,1.5529,18.5309,4.0768,0.0
2024-06-13 06:00:00+00:00,13.3777,3.7458,5.594,1.6223,20.2015,4.4443,0.0
2024-06-13 06:15:00+00:00,13.1499,3.682,6.0656,1.759,21.7355,4.7818,0.0
2024-06-13 06:30:00+00:00,13.5145,3.7841,6.0127,1.7437,20.9153,4.6014,0.0
2024-06-13 06:45:00+00:00,14.4084,4.0343,6.4067,1.8579,23.0146,5.0632,0.0
2024-06-13 07:00:00+00:00,14.9296,4.1803,6.4028,1.8568,23.6416,5.2011,0.0
2024-06-13 07:15:00+00:00,15.1165,4.2326,6.6667,1.9334,26.1187,5.7461,0.0
2024-06-13 07:30:00+00:00,16.3548,4.5794,6.8085,1.9745,25.7498,5.665,3.0
2024-06-13 07:45:00+00:00,16.2169,4.5407,7.6298,2.2126,26.0068,5.7215,3.0
2024-06-13 08:00:00+00:00,16.6252,4.6551,7.4883,2.1716,26.4611,5.8214,3.0
2024-06-13 08:15:00+00:00,16.5491,4.6338,7.3062,2.1188,27.9164,6.1416,3.0
2024-06-13 08:30:00+00:00,17.4028,4.8728,8.07,2.3403,27.6335,6.0794,3.0
2024-06-13 08:45:00+00:00,17.8158,4.9884,8.3657,2.4261,25.8694,5.6913,3.0
2024-06-13 09:00:00+00:00,18.749,5.2497,8.1689,2.369,31.1577,6.8547,3.0
2024-06-13 09:15:00+00:00,17.9865,5.0362,9.0936,2.6371,31.3801,6.9036,3.0
2024-06-13 09:30:00+00:00,19.088,5.3447,8.1338,2.3588,30.1027,6.6226,3.0
2024-06-13 09:45:00+00:00,19.2419,5.3877,8.7002,2.523,30.9933,6.8185,3.0
2024-06-13 10:00:00+00:00,18.5395,5.1911,9.5,2.755,30.8939,6.7967,3.0
2024-06-13 10:15:00+00:00,17.9467,5.0251,8.1981,2.3775,30.0543,6.6119,3.0
2024-06-13 10:30:00+00:00,18.886,5.2881,8.1081,2.3513,29.9822,6.5961,3.0
2024-06-13 10:45:00+00:00,19.2952,5.4026,8.307,2.409,29.0713,6.3957,3.0
2024-06-13 11:00:00+00:00,18.4049,5.1534,8.8826,2.5759,31.2571,6.8766,3.0
2024-06-13 11:15:00+00:00,19.0913,5.3456,7.9867,2.3162,30.9088,6.7999,3.0
2024-06-13 11:30:00+00:00,19.8564,5.5598,8.4118,2.4394,28.9151,6.3613,3.0
2024-06-13 11:45:00+00:00,18.2066,5.0978,8.2007,2.3782,28.6272,6.298,3.0
2024-06-13 12:00:00+00:00,20.0043,5.6012,8.1908,2.3753,27.8994,6.1379,3.0
2024-06-13 12:15:00+00:00,19.4486,5.4456,8.1697,2.3692,29.3739,6.4623,3.0
2024-06-13 12:30:00+00:00,19.1104,5.3509,8.6206,2.5,28.0701,6.1754,3.0
2024-06-13 12:45:00+00:00,18.5583,5.1963,8.0996,2.3489,29.9678,6.5929,3.0
2024-06-13 13:00:00+00:00,18.6541,5.2231,7.9887,2.3167,29.8529,6.5676,3.0
2024-06-13 13:15:00+00:00,18.144,5.0803,7.9038,2.2921,29.9047,6.579,3.0
2024-06-13 13:30:00+00:00,18.4162,5.1565,8.9365,2.5916,29.4881,6.4874,3.0
2024-06-13 13:45:00+00:00,18.0891,5.0649,8.7983,2.5515,31.189,6.8616,3.0
2024-06-13 14:00:00+00:00,19.63,5.4964,9.1151,2.6434,32.6649,7.1863,3.0
2024-06-13 14:15:00+00:00,19.0549,5.3354,8.8706,2.5725,32.5543,7.1619,3.0
2024-06-13 14:30:00+00:00,18.256,5.1117,8.4275,2.444,29.7775,6.551,3.0
2024-06-13 14:45:00+00:00,17.5044,4.9012,8.214,2.3821,28.5526,6.2816,3.0
2024-06-13 15:00:00+00:00,18.2647,5.1141,8.2553,2.394,27.8151,6.1193,3.0
2024-06-13 15:15:00+00:00,17.8581,5.0003,8.1922,2.3758,29.2125,6.4268,3.0
2024-06-13 15:30:00+00:00,18.0898,5.0651,7.8952,2.2896,29.077,6.3969,3.0
2024-06-13 15:45:00+00:00,18.5021,5.1806,8.2276,2.386,29.4227,6.473,3.0
2024-06-13 16:00:00+00:00,17.9657,5.0304,8.567,2.4844,30.8628,6.7898,3.0
2024-06-13 16:15:00+00:00,18.1778,5.0898,8.6565,2.5104,29.9841,6.5965,3.0
2024-06-13 16:30:00+00:00,20.1305,5.6365,8.3412,2.4189,30.6592,6.745,3.0
2024-06-13 16:45:00+00:00,18.9635,5.3098,8.684,2.5183,31.0649,6.8343,3.0
2024-06-13 17:00:00+00:00,18.6633,5.2257,8.4639,2.4545,30.9619,6.8116,3.0
2024-06-13 17:15:00+00:00,17.443,4.884,8.4564,2.4524,28.9243,6.3633,3.0
2024-06-13 17:30:00+00:00,18.6101,5.2108,8.1639,2.3675,29.7817,6.552,3.0
2024-06-13 17:45:00+00:00,18.0161,5.0445,7.9875,2.3164,27.8277,6.1221,3.0
2024-06-13 18:00:00+00:00,18.8285,5.272,7.8747,2.2837,30.2374,6.6522,3.0
2024-06-13 18:15:00+00:00,19.434,5.4415,7.5858,2.1999,28.6655,6.3064,3.0
2024-06-13 18:30:00+00:00,19.0784,5.342,8.1854,2.3738,30.3685,6.6811,3.0
2024-06-13 18:45:00+00:00,17.6799,4.9504,8.4959,2.4638,29.8588,6.5689,3.0
2024-06-13 19:00:00+00:00,18.2811,5.1187,8.1161,2.3537,29.0489,6.3908,3.0
2024-06-13 19:15:00+00:00,18.051,5.0543,7.7236,2.2398,29.2573,6.4366,3.0
2024-06-13 19:30:00+00:00,17.6101,4.9308,8.6664,2.5133,28.4616,6.2615,3.0
2024-06-13 19:45:00+00:00,18.5519,5.1945,8.3142,2.4111,27.4726,6.044,3.0
2024-06-13 20:00:00+00:00,17.2934,4.8421,7.9548,2.3069,28.6237,6.2972,3.0
2024-06-13 20:15:00+00:00,16.9286,4.74,8.1753,2.3708,27.1451,5.9719,3.0
2024-06-13 20:30:00+00:00,17.6694,4.9474,7.6748,2.2257,26.8636,5.91,3.0
2024-06-13 20:45:00+00:00,16.6873,4.6724,7.1813,2.0826,28.7213,6.3187,3.0
2024-06-13 21:00:00+00:00,17.3082,4.8463,7.8423,2.2743,26.4874,5.8272,3.0
2024-06-13 21:15:00+00:00,16.0661,4.4985,7.2012,2.0884,26.4209,5.8126,3.0
2024-06-13 21:30:00+00:00,15.5521,4.3546,7.3163,2.1217,26.7154,5.8774,3.0
2024-06-13 21:45:00+00:00,15.2195,4.2614,7.0654,2.049,26.353,5.7977,3.0
2024-06-13 22:00:00+00:00,15.9652,4.4703,6.9568,2.0175,25.5164,5.6136,3.0
2024-06-13 22:15:00+00:00,15.5023,4.3407,6.7962,1.9709,24.2853,5.3428,3.0
2024-06-13 22:30:00+00:00,15.4589,4.3285,6.837,1.9827,21.9861,4.8369,3.0
2024-06-13 22:45:00+00:00,14.3851,4.0278,6.7629,1.9612,22.4114,4.9305,0.0
2024-06-13 23:00:00+00:00,13.1296,3.6763,6.2731,1.8192,21.7936,4.7946,0.0
2024-06-13 23:15:00+00:00,12.9707,3.6318,5.8709,1.7026,22.0108,4.8424,0.0
2024-06-13 23:30:00+00:00,13.1442,3.6804,5.9943,1.7383,21.173,4.6581,0.0
2024-06-13 23:45:00+00:00,12.1086,3.3904,5.524,1.602,18.954,4.1699,0.0
2024-06-14 00:00:00+00:00,11.0186,3.0852,5.6461,1.6374,18.8707,4.1516,0.0
2024-06-14 00:15:00+00:00,12.0975,3.3873,4.9798,1.4441,19.013,4.1829,0.0
2024-06-14 00:30:00+00:00,10.2326,2.8651,4.9889,1.4468,18.501,4.0702,0.0
2024-06-14 00:45:00+00:00,11.0632,3.0977,4.6925,1.3608,17.2022,3.7845,0.0
2024-06-14 01:00:00+00:00,9.8621,2.7614,4.6056,1.3356,16.2933,3.5845,0.0
2024-06-14 01:15:00+00:00,9.5777,2.6818,4.5764,1.3272,16.9331,3.7253,0.0
2024-06-14 01:30:00+00:00,9.2853,2.5999,4.279,1.2409,15.5264,3.4158,0.0
2024-06-14 01:45:00+00:00,8.9345,2.5017,4.0313,1.1691,15.0709,3.3156,0.0
2024-06-14 02:00:00+00:00,9.1636,2.5658,4.0947,1.1875,15.0105,3.3023,0.0
2024-06-14 02:15:00+00:00,8.7734,2.4566,4.0035,1.161,14.4709,3.1836,0.0
2024-06-14 02:30:00+00:00,8.9618,2.5093,3.8952,1.1296,15.0363,3.308,0.0
2024-06-14 02:45:00+00:00,8.9073,2.494,3.8786,1.1248,14.6304,3.2187,0.0
2024-06-14 03:00:00+00:00,8.8082,2.4663,4.1695,1.2092,13.9358,3.0659,0.0
2024-06-14 03:15:00+00:00,9.1611,2.5651,3.9571,1.1476,14.2136,3.127,0.0
2024-06-14 03:30:00+00:00,8.8653,2.4823,4.0731,1.1812,15.0493,3.3108,0.0
2024-06-14 03:45:00+00:00,9.2334,2.5853,4.2535,1.2335,15.0658,3.3145,0.0
2024-06-14 04:00:00+00:00,9.8544,2.7592,4.1223,1.1955,14.8545,3.268,0.0
2024-06-14 04:15:00+00:00,9.3996,2.6319,4.3225,1.2535,15.6296,3.4385,0.0
2024-06-14 04:30:00+00:00,9.7398,2.7272,4.364,1.2655,16.1798,3.5596,0.0
2024-06-14 04:45:00+00:00,10.9569,3.0679,4.4588,1.2931,16.9593,3.731,0.0
2024-06-14 05:00:00+00:00,10.3287,2.892,5.0063,1.4518,17.403,3.8287,0.0
2024-06-14 05:15:00+00:00,11.2272,3.1436,4.7742,1.3845,18.2342,4.0115,0.0
2024-06-14 05:30:00+00:00,12.4743,3.4928,5.2664,1.5273,19.4012,4.2683,0.0
2024-06-14 05:45:00+00:00,11.7049,3.2774,5.4537,1.5816,18.7379,4.1223,0.0
2024-06-14 06:00:00+00:00,13.043,3.652,5.4874,1.5913,19.043,4.1895,0.0
2024-06-14 06:15:00+00:00,13.2239,3.7027,5.8141,1.6861,21.3418,4.6952,0.0
2024-06-14 06:30:00+00:00,13.016,3.6445,6.1773,1.7914,22.8177,5.0199,0.0
2024-06-14 06:45:00+00:00,13.9355,3.9019,6.6712,1.9347,23.1558,5.0943,0.0
2024-06-14 07:00:00+00:00,14.6834,4.1113,6.4956,1.8837,22.8451,5.0259,0.0
2024-06-14 07:15:00+00:00,14.562,4.0773,6.725,1.9503,23.933,5.2653,0.0
2024-06-14 07:30:00+00:00,15.3048,4.2853,7.375,2.1387,25.7282,5.6602,3.0
2024-06-14 07:45:00+00:00,16.6098,4.6507,7.2768,2.1103,25.2841,5.5625,3.0
2024-06-14 08:00:00+00:00,16.2271,4.5436,7.3855,2.1418,26.969,5.9332,3.0
2024-06-14 08:15:00+00:00,16.697,4.6752,7.7255,2.2404,27.1117,5.9646,3.0
2024-06-14 08:30:00+00:00,17.4024,4.8727,7.7997,2.2619,27.2605,5.9973,3.0
2024-06-14 08:45:00+00:00,17.3073,4.846,7.09,2.0561,27.3346,6.0136,3.0
2024-06-14 09:00:00+00:00,18.2754,5.1171,8.1246,2.3561,28.5489,6.2808,3.0
2024-06-14 09:15:00+00:00,18.316,5.1285,7.9835,2.3152,30.3875,6.6852,3.0
2024-06-14 09:30:00+00:00,18.6253,5.2151,7.9001,2.291,29.8803,6.5737,3.0
2024-06-14 09:45:00+00:00,18.3407,5.1354,8.5934,2.4921,31.4061,6.9093,3.0
2024-06-14 10:00:00+00:00,18.5628,5.1976,8.593,2.492,31.7984,6.9956,3.0
2024-06-14 10:15:00+00:00,18.5157,5.1844,8.739,2.5343,30.9956,6.819,3.0
2024-06-14 10:30:00+00:00,19.1558,5.3636,8.0744,2.3416,31.6115,6.9545,3.0
2024-06-14 10:45:00+00:00,19.0277,5.3278,8.0387,2.3312,31.177,6.8589,3.0
2024-06-14 11:00:00+00:00,18.8249,5.271,8.1365,2.3596,30.2924,6.6643,3.0
2024-06-14 11:15:00+00:00,18.5139,5.1839,8.8985,2.5806,30.2788,6.6613,3.0
2024-06-14 11:30:00+00:00,18.1204,5.0737,8.3421,2.4192,29.7907,6.554,3.0
2024-06-14 11:45:00+00:00,18.4654,5.1703,8.4073,2.4381,31.8989,7.0178,3.0
2024-06-14 12:00:00+00:00,18.9451,5.3046,8.0836,2.3442,30.7583,6.7668,3.0
2024-06-14 12:15:00+00:00,17.2537,4.831,8.9155,2.5855,29.1028,6.4026,3.0
2024-06-14 12:30:00+00:00,17.6432,4.9401,8.8382,2.5631,29.8766,6.5729,3.0
2024-06-14 12:45:00+00:00,17.3448,4.8565,8.3782,2.4297,29.2522,6.4355,3.0
2024-06-14 13:00:00+00:00,17.1693,4.8074,7.4058,2.1477,29.5849,6.5087,3.0
2024-06-14 13:15:00+00:00,17.9868,5.0363,8.0823,2.3439,27.6897,6.0917,3.0
2024-06-14 13:30:00+00:00,17.9176,5.0169,7.678,2.2266,30.8761,6.7927,3.0
2024-06-14 13:45:00+00:00,16.3264,4.5714,7.4691,2.166,29.8048,6.5571,3.0
2024-06-14 14:00:00+00:00,16.8509,4.7182,7.4665,2.1653,28.4403,6.2569,3.0
2024-06-14 14:15:00+00:00,16.8203,4.7097,7.6937,2.2312,28.1878,6.2013,3.0
2024-06-14 14:30:00+00:00,18.5914,5.2056,8.1662,2.3682,27.1587,5.9749,3.0
2024-06-14 14:45:00+00:00,17.6528,4.9428,7.7465,2.2465,27.7458,6.1041,3.0
2024-06-14 15:00:00+00:00,16.5367,4.6303,7.506,2.1768,29.2963,6.4452,3.0
2024-06-14 15:15:00+00:00,17.5744,4.9208,8.327,2.4148,27.9667,6.1527,3.0
2024-06-14 15:30:00+00:00,17.702,4.9566,8.4755,2.4579,27.0763,5.9568,3.0
2024-06-14 15:45:00+00:00,17.8595,5.0006,7.6526,2.2193,28.9559,6.3703,3.0
2024-06-14 16:00:00+00:00,17.1247,4.7949,8.0745,2.3416,28.1136,6.185,3.0
2024-06-14 16:15:00+00:00,17.3334,4.8534,8.0431,2.3325,28.7542,6.3259,3.0
2024-06-14 16:30:00+00:00,17.5352,4.9099,8.5328,2.4745,28.0499,6.171,3.0
2024-06-14 16:45:00+00:00,18.253,5.1108,7.7826,2.257,28.4369,6.2561,3.0
2024-06-14 17:00:00+00:00,17.7699,4.9756,8.3491,2.4212,28.9375,6.3662,3.0
2024-06-14 17:15:00+00:00,17.0447,4.7725,8.0632,2.3383,29.0751,6.3965,3.0
2024-06-14 17:30:00+00:00,18.2562,5.1117,7.4636,2.1645,28.0703,6.1755,3.0
2024-06-14 17:45:00+00:00,16.9043,4.7332,8.064,2.3386,30.1195,6.6263,3.0
2024-06-14 18:00:00+00:00,18.4984,5.1796,8.2665,2.3973,28.0291,6.1664,3.0
2024-06-14 18:15:00+00:00,17.7549,4.9714,8.4825,2.4599,29.1888,6.4215,3.0
2024-06-14 18:30:00+00:00,17.9915,5.0376,7.9495,2.3054,28.844,6.3457,3.0
2024-06-14 18:45:00+00:00,17.9089,5.0145,8.017,2.3249,30.1895,6.6417,3.0
2024-06-14 19:00:00+00:00,17.6484,4.9415,7.9392,2.3024,28.3844,6.2446,3.0
2024-06-14 19:15:00+00:00,17.2993,4.8438,8.5055,2.4666,28.3244,6.2314,3.0
2024-06-14 19:30:00+00:00,18.5937,5.2062,8.1882,2.3746,27.5138,6.053,3.0
2024-06-14 19:45:00+00:00,17.2255,4.8231,7.7434,2.2456,28.8776,6.3531,3.0
2024-06-14 20:00:00+00:00,17.6341,4.9375,7.9795,2.3141,28.0574,6.1726,3.0
2024-06-14 20:15:00+00:00,17.7241,4.9628,7.7908,2.2593,27.1771,5.979,3.0
2024-06-14 20:30:00+00:00,16.8395,4.7151,7.5304,2.1838,27.6273,6.078,3.0
2024-06-14 20:45:00+00:00,16.9743,4.7528,7.2915,2.1145,27.8063,6.1174,3.0
2024-06-14 21:00:00+00:00,17.0211,4.7659,7.2509,2.1027,26.8619,5.9096,3.0
2024-06-14 21:15:00+00:00,17.1487,4.8016,7.5574,2.1916,26.2131,5.7669,3.0
2024-06-14 21:30:00+00:00,16.3577,4.5801,6.8806,1.9954,25.3386,5.5745,3.0
2024-06-14 21:45:00+00:00,16.0014,4.4804,6.8956,1.9997,25.3687,5.5811,3.0
2024-06-14 22:00:00+00:00,15.1668,4.2467,7.3201,2.1228,24.5299,5.3966,3.0
2024-06-14 22:15:00+00:00,15.2531,4.2709,6.2538,1.8136,24.6577,5.4247,3.0
2024-06-14 22:30:00+00:00,14.5678,4.079,6.8565,1.9884,23.5556,5.1822,0.0
2024-06-14 22:45:00+00:00,14.6223,4.0942,6.5748,1.9067,23.1511,5.0932,0.0
2024-06-14 23:00:00+00:00,13.8924,3.8899,5.9664,1.7303,21.1072,4.6436,0.0
2024-06-14 23:15:00+00:00,13.1898,3.6931,5.6134,1.6279,20.3396,4.4747,0.0
2024-06-14 23:30:00+00:00,11.9503,3.3461,5.423,1.5727,20.7806,4.5717,0.0
2024-06-14 23:45:00+00:00,12.7665,3.5746,5.6491,1.6382,19.1885,4.2215,0.0
2024-06-15 00:00:00+00:00,10.6934,2.9942,4.8756,1.4139,16.0155,3.5234,0.0
2024-06-15 00:15:00+00:00,9.9545,2.7873,4.4393,1.2874,16.6539,3.6639,0.0
2024-06-15 00:30:00+00:00,9.8556,2.7596,4.6035,1.335,15.5031,3.4107,0.0
2024-06-15 00:45:00+00:00,9.8803,2.7665,4.3248,1.2542,15.3866,3.385,0.0
2024-06-15 01:00:00+00:00,8.7577,2.4522,4.321,1.2531,14.6314,3.2189,0.0
2024-06-15 01:15:00+00:00,8.7053,2.4375,3.9267,1.1388,14.4153,3.1714,0.0
2024-06-15 01:30:00+00:00,8.0201,2.2456,3.8516,1.117,13.1389,2.8905,0.0
2024-06-15 01:45:00+00:00,8.5213,2.386,3.8635,1.1204,13.5462,2.9802,0.0
2024-06-15 02:00:00+00:00,8.6896,2.4331,3.6888,1.0697,13.093,2.8805,0.0
2024-06-15 02:15:00+00:00,8.3413,2.3356,3.5147,1.0193,12.8183,2.82,0.0
2024-06-15 02:30:00+00:00,7.7996,2.1839,3.3659,0.9761,13.4008,2.9482,0.0
2024-06-15 02:45:00+00:00,8.0992,2.2678,3.6598,1.0614,13.5763,2.9868,0.0
2024-06-15 03:00:00+00:00,7.9486,2.2256,3.5415,1.027,12.4519,2.7394,0.0
2024-06-15 03:15:00+00:00,8.1508,2.2822,3.6111,1.0472,13.792,3.0342,0.0
2024-06-15 03:30:00+00:00,7.8748,2.2049,3.4557,1.0022,13.3682,2.941,0.0
2024-06-15 03:45:00+00:00,8.2788,2.3181,3.5496,1.0294,14.809,3.258,0.0
2024-06-15 04:00:00+00:00,8.6049,2.4094,3.8598,1.1194,13.2305,2.9107,0.0
2024-06-15 04:15:00+00:00,8.3187,2.3292,3.8789,1.1249,14.2986,3.1457,0.0
2024-06-15 04:30:00+00:00,8.7352,2.4458,4.2951,1.2456,14.3079,3.1477,0.0
2024-06-15 04:45:00+00:00,9.1011,2.5483,4.134,1.1989,15.1814,3.3399,0.0
2024-06-15 05:00:00+00:00,9.9142,2.776,4.3414,1.259,15.5244,3.4154,0.0
2024-06-15 05:15:00+00:00,9.9129,2.7756,4.6899,1.3601,16.7298,3.6806,0.0
2024-06-15 05:30:00+00:00,10.8424,3.0359,4.4564,1.2924,16.2566,3.5765,0.0
2024-06-15 05:45:00+00:00,10.6486,2.9816,4.9761,1.4431,16.2174,3.5678,0.0
2024-06-15 06:00:00+00:00,11.1202,3.1137,5.3596,1.5543,17.5443,3.8597,0.0
2024-06-15 06:15:00+00:00,11.0864,3.1042,5.6945,1.6514,18.6045,4.093,0.0
2024-06-15 06:30:00+00:00,12.337,3.4544,5.4167,1.5708,19.2119,4.2266,0.0
2024-06-15 06:45:00+00:00,12.878,3.6058,5.8446,1.6949,21.6352,4.7597,0.0
2024-06-15 07:00:00+00:00,12.6389,3.5389,5.9188,1.7165,21.4488,4.7187,0.0
2024-06-15 07:15:00+00:00,13.4061,3.7537,6.2924,1.8248,22.4349,4.9357,0.0
2024-06-15 07:30:00+00:00,14.2879,4.0006,6.205,1.7995,23.4201,5.1524,0.0
2024-06-15 07:45:00+00:00,14.1648,3.9661,6.6819,1.9377,22.8336,5.0234,0.0
2024-06-15 08:00:00+00:00,14.8734,4.1646,6.5691,1.905,23.6077,5.1937,0.0
2024-06-15 08:15:00+00:00,15.3663,4.3026,6.9128,2.0047,25.331,5.5728,3.0
2024-06-15 08:30:00+00:00,15.2378,4.2666,6.8006,1.9722,26.2814,5.7819,3.0
2024-06-15 08:45:00+00:00,16.5228,4.6264,6.9086,2.0035,24.2448,5.3338,3.0
2024-06-15 09:00:00+00:00,16.3216,4.5701,7.1638,2.0775,26.1473,5.7524,3.0
2024-06-15 09:15:00+00:00,16.6726,4.6683,7.6082,2.2064,26.6103,5.8543,3.0
2024-06-15 09:30:00+00:00,16.5268,4.6275,7.4748,2.1677,26.2106,5.7663,3.0
2024-06-15 09:45:00+00:00,17.282,4.8389,7.2524,2.1032,28.9832,6.3763,3.0
2024-06-15 10:00:00+00:00,17.3754,4.8651,8.3916,2.4336,29.0069,6.3815,3.0
2024-06-15 10:15:00+00:00,18.052,5.0546,8.724,2.53,31.2797,6.8815,3.0
2024-06-15 10:30:00+00:00,18.9016,5.2925,9.0025,2.6107,29.443,6.4775,3.0
2024-06-15 10:45:00+00:00,20.932,5.861,9.0648,2.6288,30.2065,6.6454,3.0
2024-06-15 11:00:00+00:00,20.2966,5.683,8.4953,2.4636,31.0268,6.8259,3.0
2024-06-15 11:15:00+00:00,19.3312,5.4127,8.1889,2.3748,32.3549,7.1181,3.0
2024-06-15 11:30:00+00:00,19.1255,5.3551,9.4232,2.7327,31.0513,6.8313,3.0
2024-06-15 11:45:00+00:00,20.3889,5.7089,8.9322,2.5903,30.888,6.7954,3.0
2024-06-15 12:00:00+00:00,18.9985,5.3196,8.6501,2.5085,32.0807,7.0578,3.0
2024-06-15 12:15:00+00:00,18.4437,5.1642,8.6687,2.5139,30.423,6.6931,3.0
2024-06-15 12:30:00+00:00,18.7699,5.2556,8.5989,2.4937,29.4585,6.4809,3.0
2024-06-15 12:45:00+00:00,18.5973,5.2072,8.5274,2.473,29.2488,6.4347,3.0
2024-06-15 13:00:00+00:00,17.6712,4.9479,8.0636,2.3384,29.4552,6.4801,3.0
2024-06-15 13:15:00+00:00,17.3884,4.8688,8.7862,2.548,29.4952,6.4889,3.0
2024-06-15 13:30:00+00:00,17.9246,5.0189,7.3837,2.1413,28.69,6.3118,3.0
2024-06-15 13:45:00+00:00,17.597,4.9272,7.9747,2.3127,28.7227,6.319,3.0
2024-06-15 14:00:00+00:00,17.6019,4.9285,8.7694,2.5431,28.4505,6.2591,3.0
2024-06-15 14:15:00+00:00,18.1029,5.0688,7.445,2.159,27.4221,6.0329,3.0
2024-06-15 14:30:00+00:00,16.6872,4.6724,7.745,2.2461,27.3701,6.0214,3.0
2024-06-15 14:45:00+00:00,17.4208,4.8778,7.418,2.1512,28.1034,6.1828,3.0
2024-06-15 15:00:00+00:00,17.1056,4.7896,7.8374,2.2728,29.1441,6.4117,3.0
2024-06-15 15:15:00+00:00,17.92,5.0176,7.3493,2.1313,28.8925,6.3564,3.0
2024-06-15 15:30:00+00:00,16.2021,4.5366,7.9248,2.2982,27.0543,5.9519,3.0
2024-06-15 15:45:00+00:00,17.3787,4.866,7.4708,2.1665,27.8172,6.1198,3.0
2024-06-15 16:00:00+00:00,16.9186,4.7372,8.0098,2.3228,27.46,6.0412,3.0
2024-06-15 16:15:00+00:00,16.3284,4.5719,7.7405,2.2447,26.1932,5.7625,3.0
2024-06-15 16:30:00+00:00,16.6506,4.6622,7.3892,2.1429,27.6156,6.0754,3.0
2024-06-15 16:45:00+00:00,17.4504,4.8861,7.9846,2.3155,27.8507,6.1272,3.0
2024-06-15 17:00:00+00:00,17.7312,4.9647,7.9108,2.2941,27.3447,6.0158,3.0
2024-06-15 17:15:00+00:00,17.3765,4.8654,8.0919,2.3467,27.4467,6.0383,3.0
2024-06-15 17:30:00+00:00,17.3622,4.8614,7.7102,2.236,28.059,6.173,3.0
2024-06-15 17:45:00+00:00,17.727,4.9636,7.5194,2.1806,29.6771,6.529,3.0
2024-06-15 18:00:00+00:00,17.7261,4.9633,8.0425,2.3323,27.6982,6.0936,3.0
2024-06-15 18:15:00+00:00,16.5776,4.6417,7.6721,2.2249,26.5013,5.8303,3.0
2024-06-15 18:30:00+00:00,17.9579,5.0282,7.6007,2.2042,27.8584,6.1288,3.0
2024-06-15 18:45:00+00:00,17.2082,4.8183,7.7427,2.2454,28.8658,6.3505,3.0
2024-06-15 19:00:00+00:00,17.9841,5.0355,8.1541,2.3647,29.2142,6.4271,3.0
2024-06-15 19:15:00+00:00,17.3172,4.8488,7.6674,2.2236,27.6635,6.086,3.0
2024-06-15 19:30:00+00:00,17.4803,4.8945,7.7058,2.2347,27.4436,6.0376,3.0
